feature_value,shap_value
17.0,0.056218747
22.0,-0.057491343
22.0,-0.06284284
35.0,0.1540283
14.0,-0.15789454
8.0,-0.62936586
35.0,0.010874393
17.0,0.06366892
24.0,-0.08156128
37.0,0.04442447
33.0,0.24308786
13.0,-0.0911001
13.0,-0.10693167
7.0,-0.5678123
13.0,-0.24522534
57.0,0.51078004
20.0,-0.17582427
26.0,-0.18167871
28.0,-0.013160852
86.0,0.29906705
25.0,-0.07442939
23.0,-0.17886281
13.0,-0.035000384
28.0,-0.006033913
13.0,-0.116984405
5.0,0.2913013
16.0,-0.004564934
8.0,-0.3592885
17.0,-0.16647455
27.0,0.023696207
12.0,-0.10227955
12.0,-0.1681303
7.0,-0.276231
7.0,-0.5436535
27.0,0.04069881
16.0,0.04182213
22.0,-0.041819897
19.0,-0.082303904
29.0,-0.05028651
28.0,-0.23411818
13.0,-0.06064709
14.0,-0.38015106
17.0,-0.0029879275
17.0,0.17147829
19.0,-0.11032265
22.0,-0.16955294
22.0,-0.075129844
8.0,-0.3887141
37.0,0.10123815
12.0,0.036206126
28.0,-0.041705817
9.0,-0.44320792
14.0,-0.13206165
12.0,0.01958093
22.0,-0.18494105
17.0,0.06615553
35.0,0.3686186
21.0,-0.08963849
44.0,0.17415883
17.0,0.022922888
13.0,0.07303546
12.0,-0.18061018
18.0,0.085619584
17.0,0.107410625
13.0,-0.16982307
8.0,-0.34613436
14.0,-0.14195445
12.0,-0.070049606
7.0,-0.5536378
20.0,-0.10970125
9.0,-0.61193216
22.0,-0.053194284
16.0,-0.043598436
43.0,0.18507841
13.0,-0.21534976
17.0,-0.071446344
18.0,0.4580626
15.0,-0.013975057
25.0,-0.19174895
22.0,-0.10467771
17.0,-0.15085341
2.0,-0.06968412
16.0,-0.07776668
13.0,-0.34349972
12.0,-0.2859711
37.0,0.17346603
21.0,-0.057046156
12.0,-0.055450927
22.0,-0.06342705
13.0,-0.16855894
32.0,0.20478451
14.0,-0.057418082
22.0,-0.10958708
10.0,-0.5219774
12.0,-0.32548094
12.0,-0.12001739
17.0,-0.006870186
14.0,-0.17563222
28.0,-0.08915243
19.0,-0.13039517
22.0,-0.044029254
7.0,-0.43331414
14.0,-0.12067053
5.0,-0.34717533
36.0,0.18732244
16.0,0.038187645
16.0,-0.040432088
22.0,-0.14814603
19.0,-0.15900733
18.0,0.17393841
22.0,-0.16297057
12.0,-0.073329404
25.0,-0.17996623
11.0,-0.39446855
18.0,0.19982073
26.0,-0.09662609
19.0,-0.17829652
16.0,-0.19977844
8.0,-0.73349947
12.0,-0.13822857
17.0,-0.021616329
17.0,0.070306644
24.0,-0.08725194
20.0,-0.11082909
7.0,-0.329095
13.0,-0.20315564
17.0,0.027284984
65.0,0.25226098
22.0,-0.18200018
17.0,-0.1386936
17.0,0.0096551515
42.0,0.018636504
13.0,-0.1925465
14.0,-0.11240294
13.0,-0.05938133
19.0,-0.09240832
15.0,-0.09587259
17.0,-0.06426295
14.0,-0.08044159
22.0,-0.051263582
36.0,0.2565491
23.0,-0.18277185
25.0,-0.106186494
18.0,0.09756186
17.0,0.15567315
12.0,0.019317888
12.0,0.009010321
