precision,recall,threshold
0.019508670520231215,0.9895287958115183,0.00032955993083305657
0.019510684422421803,0.9895287958115183,0.0003301587130408734
0.019512698740450134,0.9895287958115183,0.0003303441626485437
0.019514713474445017,0.9895287958115183,0.0003305253048893064
0.019516728624535316,0.9895287958115183,0.0003306749858893454
0.019518744190849945,0.9895287958115183,0.00033072198857553303
0.01952076017351787,0.9895287958115183,0.0003307932347524911
0.019522776572668113,0.9895287958115183,0.0003308569430373609
0.019524793388429752,0.9895287958115183,0.00033225028892047703
0.019526810620931916,0.9895287958115183,0.0003323769778944552
0.01952882827030378,0.9895287958115183,0.00033261789940297604
0.01953084633667459,0.9895287958115183,0.0003333572531118989
0.019532864820173624,0.9895287958115183,0.00033400431857444346
0.01953488372093023,0.9895287958115183,0.0003343707066960633
0.019536903039073805,0.9895287958115183,0.0003347208839841187
0.019538922774733795,0.9895287958115183,0.0003350194019731134
0.019540942928039703,0.9895287958115183,0.0003350951010361314
0.019542963499121085,0.9895287958115183,0.00033735184115357697
0.01954498448810755,0.9895287958115183,0.0003374988737050444
0.019547005895128762,0.9895287958115183,0.00033820842509157956
0.01954902772031444,0.9895287958115183,0.0003382800205145031
0.01955104996379435,0.9895287958115183,0.0003382829308975488
0.019553072625698324,0.9895287958115183,0.00033861963311210275
0.019555095706156232,0.9895287958115183,0.00033966833143495023
0.019559143123253648,0.9895287958115183,0.00034008792135864496
0.019561167460153177,0.9895287958115183,0.0003401224676053971
0.019563192216126696,0.9895287958115183,0.00034012264222837985
0.01956521739130435,0.9895287958115183,0.0003413122904021293
0.019567242985816337,0.9895287958115183,0.0003414128441363573
0.01956926899979292,0.9895287958115183,0.0003424329624976963
0.0195712954333644,0.9895287958115183,0.00034258217783644795
0.019573322286661143,0.9895287958115183,0.0003426035982556641
0.01957534955981357,0.9895287958115183,0.0003426694020163268
0.019577377252952145,0.9895287958115183,0.00034273508936166763
0.019579405366207395,0.9895287958115183,0.0003434636746533215
